Life @ Ratchada,"
570 Thanon Lat Phrao, Khwaeng Chan Kasem, Khet Chatuchak
","40,41,35,35,42,56,56,35,60.85,38.9,46,34.34,60,35,60,35.5,62,35,45,62","12,000,15,000,14,000,14,000,12,000,28,000,28,000,10,500,25,000,20,000,25,000,11,000,22,000,11,000,23,000,12,000,23,000,14,500,12,000,23,000"
Life @ Phahon 18,"
Soi Phahon Yothin 18 Yaek 4, Chom Phon, Chatuchak, Bangkok 10900
","40,30.5,45,60,41,30.5,31,40,45,31,30,31,30,40,30,30,30,61.76","15,000,11,22k,24,000,15,000,12,500,10,500,15,000,16,000,11,000,12,500,13,000,12,500,15,000,24,000,10,500,12,000,130,000"
Levo Ladprao 18 Project 1,"
Soi Net Prasom, Chom Phon, Chatuchak, Bangkok 10900
","27,31,31,27","12,000,12,000,12,000,12,500"
Lert Ubon Sky Life Tower,"
7/4 ลาดพร้าว Khwaeng Chom Phon, Khet Chatuchak
",,
Life @ Ladprao 18,"
386 Thanon Lat Phrao, Khwaeng Chom Phon, Khet Chatuchak
","55,40,40,55,69,39.94,66,35,35,35,40,40,35,65,35,41,40,40,24,35,35","23,000,16,000,15,000,25,30k,18,000,30,000,13,000,14,000,15,000,17,000,16,000,14,000,25,000,15,000,17,000,17,000,18,000,30,000,15,000,15,000"
Le Jardin young place,"
Soi Phahon Yothin 37, Khwaeng Lat Yao, Khet Chatuchak
","37,37","7,990,8,000"
La Maison  Phaholyothin 24,"
Phahon Yothin 24 Yaek 2-3, Chom Phon, Chatuchak, Bangkok 10900
","40,33.6,45.19,25,33,33,33","7,000,8,000,10,500,7,000,8,000,8,000,8,000"
LUMPINI PARK PHAHON 32,"
1714/16 Thanon Phahon Yothin, Khwaeng Chan Kasem, Khet Chatuchak
","24.52,24","11,000,12,000"
LIB Ladprao 20,"
Soi Loetchaiphat, Chom Phon, Chatuchak, Bangkok 10900
","26.5,26,34.5,27,26,26.5,26","9,000,9,000,14,000,9,500,9,500,10,000,9,500"
Knightsbridge Kaset Society,"
2132 Thanon Phahon Yothin, Khwaeng Sena Nikhom, Khet Chatuchak
",,
KnightsBridge Prime Ratchayothin,"
3378 1, Khwaeng Chatuchak, Khet Chatuchak
","44,32,26.45","36,000,23,000,18,000"
KnightsBridge Space Ratchayothin,"
10-12 Thanon Phahon Yothin, Khwaeng Chatuchak, Khet Chatuchak
",,
Kensington Phahol - Kaset,"
Soi Phahon Yothin 40, Lane 1, Khwaeng Sena Nikhom, Khet Chatuchak
","25.6,60,26,30,25,25,31,25","10,000,15,000,9,200,13,000,9,500,10,000,12,000,9,000"
J.W.Place,"
Soi Ratchadaphisek 36, Lane 19-2, Khwaeng Chan Kasem, Khet Chatuchak
",32,"12,000"
J.W. City Ratchada 32,"
260 Soi Ratchadaphisek 36, Lane 19-4, Khwaeng Chan Kasem, Khet Chatuchak
","46,28.7","10,000,9,500"
IVORY Ratchada 32,"
อาคาร ไดมอนรัชดาเพลส ซอย รัชดาภิเษก 32 แยก 5 Soi Ratchadaphisek 32, Chan Kasem, Chatuchak, Bangkok 10900
",,
Kensington Kaset Campus,"
Alley, Khwaeng Lat Yao, Khet Chatuchak
","31,30,25.6,42,25,30.8,23.5,31,30,25.54,31,30,25,30.78,25.39,30.7,31,27,31,30.7","14,000,12,000,12,000,20,000,9,500,11,500,8,700,12,000,10,000,9,000,10,000,13,000,10,000,12,000,10,000,10,000,13,500,6,900,11,500,13,500"
I CONDO Kaset,"
Kaset-Nawamin, Sena Nikhom, Chatuchak, Bangkok 10900
","31,31,32,24.5","9,700,8,990,8,500,7,500"
Hope and Guy Condo Town,"
34 ซอย ลาดพร้าว 1 Khwaeng Chom Phon, Khet Chatuchak
",28,"9,000"
Ideo Ladprao 17,"
438 Thanon Lat Phrao, Khwaeng Chom Phon, Khet Chatuchak
","35,35,34,34,35,34,34,34,34,35,62,34,33.7,33,75,35,33,35,35,33","14,500,15,000,11,500,13,000,15,000,14,000,14,000,13,000,15,000,13,14k,22,000,12,000,11,000,15,000,26,32k,16,000,14,500,15,000,15,000,15,000"
Grand View Condominium,"
Soi Lat Phrao 1, Lane 4-3, Khwaeng Chom Phon, Khet Chatuchak
",178,"55,000"
G One Condo,"
Soi Lat Phrao 1 Yaek 14, Khwaeng Chom Phon, Khet Chatuchak
",,
Haus 23 Ratchada - Ladprao,"
Lat Phrao 23, Chan Kasem, Chatuchak, Bangkok 10900
","35,34.5,52,52,34,34.5,50,36,50,37.95,35,52,37,36,32,50,38,33,58,34,43","16,000,15,000,22,000,23,000,12,900,15,000,25,000,12,000,18,000,13,000,16,000,22,000,18,000,17,000,15,000,25,000,15,000,15,000,22,000,17,22k"
Felic Ladprao - Wanghin 79,"
119 Soi Ratchadaphisek 36 Yaek 9-3-2, Khwaeng Chan Kasem, Khet Chatuchak
",,
Feel Condo Ratchada 36,"
Soi Ratchadaphisek 36, Lane 9-17, Khwaeng Chan Kasem, Khet Chatuchak
","–,23","7,000,5,500"
Formosa Ladprao 7,"
Soi Lat Phrao 7, Khwaeng Chom Phon, Khet Chatuchak
","37.77,41,36.15,40.69,40,41,40,78,64,40,37.77,37.77,33.46,40,37,63.8,40,39.85,40,39.85,37.77","18,000,16,000,14,000,17,000,18,000,15,000,18,000,35,000,25,000,22,000,16,500,16,500,16,000,18,000,12,000,25,000,18,000,18,000,16,000,16,500"
Feel Condo Ladprao 33,"
Soi Mukda Boriban, Khwaeng Chan Kasem, Khet Chatuchak
",,
Estabe’ Phahonyothin 18,"
341 Soi Phahon Yothin 18/1, Khwaeng Chom Phon, Khet Chatuchak
","28.5,28.5,28,28.5","13,000,12,500,12,500,13,000"
Elephant Tower,"
Phahonyothin Road, Khwaeng Chatuchak, Khet Chatuchak
","96,97,118","19,20k,25,000"
East Village,"
2/15 วิภาวดีรังสิต Khwaeng Chom Phon, Khet Chatuchak
","165,163,158,165","40,000,40,000,50,000,41,000"
Ease Ratchada,"
Soi Suea Yai Uthit, Chan Kasem, Chatuchak, Bangkok 10900
",30,"8,000"
Diamond Ratchada Place 2,"
Soi Wandi, Khwaeng Chan Kasem, Khet Chatuchak
",,
Elio Del Moss Phaholyothin 34,"
83-93 Soi Phahonyothin 32, Khwaeng Chan Kasem, Khet Chatuchak
","30.82,31,25,31,25,34.9,25,24,31,30.5,25,25,25,25,28,24.5,24,31,36,35","12,000,11,000,9,000,8,500,9,500,15,000,9,000,9,000,10,500,15,000,11,000,9,000,10,000,8,500,9,004,9,000,10,000,12,000,15,000,15,000"
Equinox,"
Phahonyothin Road, Khwaeng Chatuchak, Khet Chatuchak
","41,41,63,63,65,40,40,31,40,63,63.23,63.23,80.03,31,63,63,63,40,63,38","20,000,20,000,35,000,38,000,45,000,23,000,19,000,15,000,20,000,35,000,45,000,40,000,50,000,16,500,40,000,40,000,40,000,23,000,35,000,22,000"
Denim Jatujak,"
13 Soi Vibhavadi Rangsit 3, Khwaeng Chom Phon, Khet Chatuchak
",,
Ideo Ladprao 5,"
Lat Phrao Road, Chom Phon, Chatuchak, Bangkok 10900
","34,33.25,54.22,34,33,54.22,34,34,56.12,34,34,55,38,33,54,55,55,38,34,34","14,500,14,000,23,000,13,000,11,000,23,000,12,000,13,500,23,000,13,000,16,000,25,000,23,000,13,000,23,000,23,000,25,000,18,000,14,500,14,500"
D' Mura Ratchayothin,"
1485 ซอย พหลโยธิน 34 Khwaeng Sena Nikhom, Khet Chatuchak
","27,28,27.57,54","9,000,10,000,9,000,15,500"
Condo One Ladprao Station,"
Soi Net Prasom, Chom Phon, Chatuchak, Bangkok 10900
","50,49","15,000,13,000"
Condo One Ladprao 18,"
118 Soi Net Prasom, Khwaeng Chom Phon, Khet Chatuchak
",30.9,"8,490"
Condare Maneeya,"
353 Soi Vibhavadi Rangsit 20, Khwaeng Chom Phon, Khet Chatuchak
",,
Condo U Vibha - Ladprao,"
Vibhavadi Rangsit 20 Alley, Chom Phon, Chatuchak, Bangkok 10900
","32,31.5,31,31.53,32,32,32,32,32,31.5","10,000,10,000,1,000,13,500,12,000,12,000,9,500,12,500,12,000,11,000"
Condo One Ladprao 15,"
Soi Lat Phrao 15 Yaek 1, Chom Phon, Chatuchak, Bangkok 10900
","50,35,60,57.1,35,35,35,65,65,35","15,000,15,000,18,000,17,000,14,500,13,500,15,000,18,500,19,000,12,000"
Condo U Ratchayothin,"
83-93 Soi Phahonyothin 32, Khwaeng Chan Kasem, Khet Chatuchak
","32,31,31,33,31.5,38.65,31,31,31.8,32,31.5,31.57,32,31.5,32,31.36,31.67,31,32,31.5","8,500,8,000,8,500,10,000,7,500,8,900,8,000,8,500,9,000,9,000,9,000,10,000,7,500,9,000,8,500,9,000,8,500,9,000,9,500,9,500"
Chokchai Ruammit,"
Song Sa At 3, Chom Phon, Chatuchak, Bangkok 10900
","50,36","7,500,5,500"
Chateau In Town Ratchada 36,"
Soi Ratchadaphisek 36 Yaek 11, Chan Kasem, Chatuchak, Bangkok 10900
",53,"7,500"
Chateau In Town Vibhavadi 30,"
9 Soi Phahon Yothin 21, Khwaeng Chatuchak, Khet Chatuchak
","29,38,38,30,28,38,29,38","9,000,13,500,13,500,9,000,11,000,11,998,2,990,000,15,000"
Chateau In Town Major Ratchayothin,"
Soi Aladin, Chan Kasem, Chatuchak, Bangkok 10900
","34,36,31","7,500,8,000,7,500"
Chateau In Town Major Ratchayothin 2,"
119 Soi Phahon Yothin 30, Khwaeng Chan Kasem, Khet Chatuchak
","27,27","9,000,9,500"
Chateau In Town Phahonyothin 32,"
640 Soi Phahonyothin 32, Khwaeng Chan Kasem, Khet Chatuchak
","32,30,29.81,30,30,30,30","9,000,9,000,10,000,8,000,10,000,9,500,9,900"
Centric Ratchayothin,"
1568 Thanon Phahon Yothin, Khwaeng Chan Kasem, Khet Chatuchak
","24,24,24,34.5,34.5,35,34.5,34,25,34,26,24,34.5,34,30,31,30,25","16,000,15,000,20,000,25,000,25,000,24,998,25,000,23,000,17,000,25,000,20,000,17,000,25,000,25,000,18,000,18,000,20,000,18"
Chapter One the Campus Ladprao 1,"
239/3 Thanon Lat Phrao, Khwaeng Chom Phon, Khet Chatuchak
","30,23.42,30,30,30,29,28,23,29,24,29.1,28.6,25,29,29.1,30.4","12,000,12,000,10,500,11,900,12,000,13,000,3,400,000,9,500,12,500,9,900,10,000,12,000,12,000,12,000,10,18,000"
Century Park,"
Soi Lat Phrao 12 Yaek 2, Chom Phon, Chatuchak, Bangkok 10900
","55,63.19,68,63.19,35,35","8,500,12,900,12,000,13,000,6,000,6,000"
C Place Ladprao 18,"
Soi Net Prasom, Chom Phon, Chatuchak, Bangkok 10900
",,
Chapter One Midtown Ladprao 24,"
438 Thanon Lat Phrao, Khwaeng Chom Phon, Khet Chatuchak
","24,30.5,29.83,24,34,31.44,29,31.34,25,30,39,31,31,24,24,22.57,24,45,30.5,32","11,000,16,000,18,500,12,000,15,000,16,000,15,000,15,000,13,000,15,000,22,000,17,000,17,000,12,000,13,500,11,000,11,000,28,000,16,000,15,000"
Central Ratchayothin Park,"
140 Soi Phahon Yothin 30, Khwaeng Chan Kasem, Khet Chatuchak
","70,70","16,000,15,000"
Chapter One The Campus Kaset,"
2103 Thanon Phahon Yothin, Khwaeng Lat Yao, Khet Chatuchak
","46,46,29.11,46,30,46,46.4,29,46,29.5,23,23.03,29.11,29,23,46,46,23,23,23","20,000,20,000,11,000,22,000,12,000,20,000,16,000,13,000,22,000,11,000,11,000,9,500,13,000,11,500,10,000,16,000,16,000,9,600,9,000,9,500"
Benjasri Vibhavadi,"
Thanon Ngam Wong Wan - 302 - Soi Mu Ban Samakkhi Tham 99, Khwaeng Lat Yao, Khet Chatuchak
",,
CIELA Sripatum,"
2416 Thanon Phahon Yothin, Khwaeng Sena Nikhom, Khet Chatuchak
","32,26,22,31.5,27,27,32,26.64,26.5,26.5,26,28,22,21,27,25,31.5,35.6,32,27,27","15,000,12,000,9,900,13,000,12,000,13,000,11,000,12,000,12,500,12,000,12,000,12,000,9,500,12,000,10,000,13,500,15,500,14,000,11,000,11,000"
Brown Condo Ratchada 32,"
19 Soi Ratchadaphisek 36, Lane 19-7, Khwaeng Chan Kasem, Khet Chatuchak
","25,24.97,24,24,24,24,24,24,24,23","10,000,9,500,9,300,9,300,9,000,6,500,9,500,10,000,15,000,15,000"
Bridge Phaholyothin 37,"
Soi Atthamit, Lat Yao, Chatuchak, Bangkok 10900
","54.55,41.62,46,68,42.18","13,000,10,500,16,000,20,000,9,000"
Bangkok Feliz Vibhavadi 30,"
Soi Rattanatrai, Chatuchak, Bangkok 10900
","28,32,32,26","10,000,10,000,10,000,12,000"
Baan Suan Chatuchak,"
Soi Vibhavadi Rangsit 17, Lane 10-3, Khwaeng Chatuchak, Khet Chatuchak
",,
Bangkok Feliz Major Ratchayothin,"
Soi Aladin, Chan Kasem, Chatuchak, Bangkok 10900
","30,49","9,000,15,000"
Baan Vipavee,"
Soi Song Sa At 4, Khwaeng Chom Phon, Khet Chatuchak
",,
Baan Suanthon Ratchada,"
คอน โด บ้าน สวน ธน ซ Soi Suea Yai Uthit, Chan Kasem, Chatuchak, Bangkok 10900
","50,85","9,000,24,900"
Baan Suan Ratchada,"
15/228 Soi Ratchadaphisek 36 Yaek 9, Khwaeng Chan Kasem, Khet Chatuchak
",,
Baan Ratchayothin,"
391/10 พหลโยธิน Khwaeng Chan Kasem, Khet Chatuchak
",,
Baan Prachaniwet,"
2 Thanon Thetsaban Nimit Nue, Khwaeng Lat Yao, Khet Chatuchak
",51,"8,000"
Baan Phrayapirom - Ratchada,"
Soi Ratchadaphisek 36, Lane 11, Khwaeng Chan Kasem, Khet Chatuchak
",64,"9,990"
Baan Pimpair,"
Soi Vibhavadi Rangsit 48, Khwaeng Lat Yao, Khet Chatuchak
",,
BTS Residence,"
Soi Vibhavadi Rangsit 3, Lane 9, Khwaeng Chom Phon, Khet Chatuchak
",35.79,"8,000"
Atmoz Ladprao 15,"
Soi Lat Phrao 15, Lane 1-10, Khwaeng Chom Phon, Khet Chatuchak
","25.63,25,26","9,500,12,000,12,000"
Astra Condominium,"
Soi Ratchadaphisek 32 Yaek 1, Chan Kasem, Chatuchak, Bangkok 10900
","28,28,28","9,000,9,000,9,000"
Ables Ladprao 27,"
Soi Lat Phrao 27, Khwaeng Chan Kasem, Khet Chatuchak
","39.1,37.45,37","10,000,12,500,10,000"
The Village Condominium,"
35/116 บางนา-ตราด Khwaeng Bang Na, Khet Bang Na
","62,60,60,60","8,900,8,000,12,000,11,000"
The Park Land 1,"
1219/17 2F Soi Bang Na-Trat 37, Khwaeng Bang Na, Khet Bang Na
",37,"6,500"
The Teak Bangna - Trad,"
Soi Chaliang 1/1, Bang Na, Bangkok 10260
",,
Abstracts Phahonyothin Park,"
1210/5 Thanon Phahon Yothin, Khwaeng Chom Phon, Khet Chatuchak
","38,45,50,45,43,46,38,38,38,43,45,37.4,44,43,45,37.4,38,45,45,55.77","16,000,18,000,25,000,19,000,18,000,23,000,16,000,16,000,17,500,18,000,24,000,20,000,20,000,17,000,17,000,20,000,16,000,18,000,16,000,22,000"
624 Condolette Ratchada 36,"
Soi Suea Yai Uthit, Khwaeng Chan Kasem, Khet Chatuchak
","24,23.75,24,24,56.11,28,29,47","6,000,6,500,6,500,6,500,14,000,8,000,8,000,15,000"
The Parkland Bangna,"
Bang Na-Trat 37, Bang Na, Bangkok 10260
","38,37.7,38,37,70,37,38,38,37,50,38,37,50,37.4,37,37,37.7,50,50,37.5","5,500,7,000,6,500,6,800,18,000,6,800,7,000,7,500,7,000,10,000,5,500,8,500,12,000,6,500,6,000,6,500,7,000,11,000,11,000,7,000"
The Niche Mono Peak Bangna,"
59/9 ซอย บางนา-ตราด 42 Khwaeng Bang Na, Khet Bang Na
",62,"23,000"
The Sky Sukhumvit,"
4105 Sukhumvit Road, Khwaeng Bang Na, Khet Bang Na
","30,55,22.5,35,25.04,31,34.45,30.5,35,35,60,56,35,35,30.5,30.56,31,25,35,25,35","13,000,30,000,9,000,15,000,11,000,13,000,15,000,15,000,16,000,16,500,25,000,25,000,14,000,15,000,16,000,15,000,14,000,13,14k,14,000,13,000"
The Knight by Knightsbridge,"
33 Soi Bearing 1, Tambon Sam Rong Nua, Amphoe Mueang Samut Prakan, Chang Wat Samut Prakan 10270
",26,"7,000"
The Knight II by Knightsbridge,"
3030 ซอย แบริ่ง 1แยก 2 Tambon Sam Rong Nua, Amphoe Mueang Samut Prakan, Chang Wat Samut Prakan 10270
",,
The Green Place,"
62/1 บางนา-ตราด Khwaeng Bang Na, Khet Bang Na
",,
The Excel Parc,"
22 Soi Lasalle 19, Khwaeng Bang Na, Khet Bang Na
","27.5,27,27.5","7,000,7,000,9,000"
The Excel Lasalle 17,"
37/14 Lasalle 15 Alley, Khwaeng Bang Na, Khet Bang Na
",,
The Niche Mono Bangna,"
Soi Muban Than Thawat 2, Bang Na, Bangkok 10260
","35,35,28,35.9,29,51.5,48,30,28.21,28,28,28,28,34,50.2,41,35,35,34.9,28,40","8,000,9,000,10,15k,11,000,25,000,25,000,8,000,13,000,11,000,12,000,11,000,12,000,8,500,25,000,13,000,15,000,8,500,15,000,12,000,15,000"
The Gallery Bearing,"
Thanon Sukhumvit 107, Tambon Sam Rong Nua, Amphoe Mueang Samut Prakan, Chang Wat Samut Prakan 10270
","35,35,35,58.7,58.7,35,29.64,29.64,35,58.75,34.25,35,50,30,33.89,30,30,35,29.64,30,35.2,55","10,000,11,500,12,000,27,000,23,000,11,000,8,000,7,500,8,000,10,000,25,000,13,14k,20,000,9,000,14,000,10,000,10,11k,7,500,11,000,14,500,22,000"
The Excel Hybrid,"
33-99 Soi Nuan Suk, Khwaeng Bang Na, Khet Bang Na
","27,28.55,28,30,27,30,26.93,27.09,27","8,500,8,000,8,500,10,000,9,000,11,000,8,000,8,500,10,000"
The Excel Bearing,"
31 Thanon Lasalle, Khwaeng Bang Na, Khet Bang Na
",,
The Excel Groove,"
939 Thanon Lasalle, Khwaeng Bang Na, Khet Bang Na
","27,28,27.5,25,25,32,28,23,31,27,25,27.5,27.5,25,25,26","7,500,10,000,6,500,7,500,7,000,7,500,8,000,6,500,8,500,7,000,7,000,13,000,13,000,6,000,7,000,7,500"
Thames Residence,"
45 Baering 5 Alley, Khwaeng Bang Na, Khet Bang Na
",,
Supattra Condotel,"
171 Soi Yuttha Sin 2, Khwaeng Bang Na, Khet Bang Na
",,
The Coast Bangkok,"
3260-3260/1 Sukhumvit Rd, Khwaeng Bang Na, Khet Bang Na
","35,45,35,33,45,62,62,45,62.74,35,35,44.89,30.24,62,35,48,55,58,34,30,35,64","14,000,22,000,16,000,17,25k,22,000,22,000,22,000,30,000,14,000,17,500,23,000,16,000,22,000,16,000,20,000,40,45k,16,000,16,000,15,000,35,000"
Rung Thip Condo,"
Soi Rung Thip, Bang Na, Bangkok 10260
",,
Rim Mae Nam Chaophraya Bangjak,"
29/3 บางนา-ตราด Khwaeng Bang Na, Khet Bang Na
",,
Sunshine Condominium,"
27-60 Soi Bang Na-Trat 32, Khwaeng Bang Na, Khet Bang Na
","160,35","35,000,10,500"
Supalai City Resort Bearing Station Sukumvit 105,"
Thanon Lasalle, Khwaeng Bang Na, Khet Bang Na
","40,33.2,33,40,58,58,41,58,58,42,33,42.5,33,59,34,33.5,40.5,33,33,33","9,500,11,000,13,000,10,000,23,000,23,000,10,000,18,500,23,000,14,000,13,000,10,000,9,000,19,000,11,000,9,500,13,500,6,500,13,000,13,000"
Sense Sukhumvit,"
Siang Son Niwet, Bang Na, Bangkok 10260
","43,70,70,32.26,44","15,000,23,000,28,000,8,000,15,000"
Regent Home 7 Sukhumvit,"
Soi Liap Thang Duan Bang Na, Bang Na, Bangkok 10260
","34,31,30,33.8,32,30,34,31,59.97,31,31","6,000,7,000,7,000,6,500,6,000,5,500,6,500,6,000,15,000,6,000,6,500"
Regent home bangna,"
63 Soi Liap Thang Duan Bang Na, Khwaeng Bang Na, Khet Bang Na
","30,30,31,65,32,30,31,31,28,31.5,31,31","6,000,5,499,5,800,12,000,6,000,6,500,6,500,6,500,5,900,6,500,6,500,6,500"
S&S Sukhumvit,"
Soi Wachiratham Sathit, Bang Chak, Phra Khanong, Bangkok 10260
","46,46,48,36,46.8,36,69,48,48,68,48,48,68,66,48,48,48,48,68,36","14,000,12,000,13,000,12,000,12,500,11,000,23,000,12,000,15,000,26,000,13,000,12,000,23,000,24,000,15,000,14,500,15,000,13,000,28,000,10,000"
Palm Condo Town 2,"
Udom Suk 42 Yaek 8-2, Bang Na, Bangkok 10260
",,
Pause Condominium Sukhumvit 107,"
26/8 Soi Baering 1, Tambon Sam Rong Nua, Amphoe Mueang Samut Prakan, Chang Wat Samut Prakan 10270
","38,23,32.2,23,24,26.9,29.43,47.3,26,30,26.9","9,000,8,000,10,000,7,000,8,000,8,500,10,000,20,000,18,000,8,500,9,000"
OKAS Sukhumvit 105,"
65 Soi Lasalle 19, Khwaeng Bang Na, Khet Bang Na
","23,23,23,23","6,500,7,500,7,500,8,500"
Pause Sukhumvit 103,"
52 ซอย วชิรธรรมสาธิต 6 Khwaeng Bang Na, Khet Bang Na
","27,23,21,35,34,22,22,33,22,22,23,41,28,21,22,44,21,21,22,21.46","11,000,9,500,9,000,15,000,13,000,9,000,9,000,10,000,12,000,8,500,9,000,23,000,9,500,9,500,9,500,20,000,8,500,9,000,9,500,12,000"
Notting Hill,"
2097 Soi Baering 1, Tambon Sam Rong Nua, Amphoe Mueang Samut Prakan, Chang Wat Samut Prakan 10270
","26,47.97,44,47.97,33.72,21,22","11,000,12,000,15,000,12,000,9,500,9,000,8,500"
Notting Hill – Sukhumvit 105,"
21 Lasalle 9 Alley, Khwaeng Bang Na, Khet Bang Na
","25.57,33.5,35,33,26.16,25.57,25.5,26,25,26.5,26,34.5,24,26,32,26,25,25.59,26,26","9,000,13,000,13,000,13,000,10,000,9,000,9,500,9,500,9,700,11,000,9,000,10,000,10,000,12,000,8,700,13,000,9,700,9,500,11,000,10,000,10,000"
My Condo Sukhumvit 103,"
Thanon Udom Suk, Khwaeng Bang Na, Khet Bang Na
","52,52,52,52,35,25,30","14,500,14,500,14,500,14,500,10,000,6,500,8,500"
NS Tower Central City Bangna,"
940/75 ซอย บางนาตราด 21 แยก 16 Khwaeng Bang Na, Khet Bang Na
","72,115,135,110,109,147,112,77,206,142,115,206,110,260,74,145,109,229,81,110","25,000,45,000,35,000,40,000,45,000,50,000,35,000,20,000,60,000,36,000,38,000,67,000,40,000,75,000,21,000,35,000,45,000,50,000,27,000,33,000"
Manhattan Park Residence,"
Soi Baering 9, Khwaeng Bang Na, Khet Bang Na
",32,"8,500"
Majestique,"
Thanon Sukhumvit, Bang Na, Bangkok 10260
",,
MeStyle @ Sukhumvit - Bangna,"
Soi Bang Na-Trat 23, Khwaeng Bang Na, Khet Bang Na
","28,32,26,28,28.36,26,26.15,32,28,32,47,55,60","7,500,11,000,8,500,8,000,8,000,7,500,8,500,10,000,9,500,12,000,17,500,17,000,6,000"
Lumpini Ville Srinakarin - Bangna,"
Soi Prachoet La, Bang Na, Bangkok 10260
",22.5,"6,000"
La Salle Park,"
642 Soi Sukhumvit 105, Khwaeng Bang Na, แขวง บางนา เขต บางนา Krung Thep Maha Nakhon 10260
",,
Lasalle Park,"
159/1-198 Soi Lasalle 10, Khwaeng Bang Na, Khet Bang Na
","34,36.3,34","7,000,7,000,7,500"
Metro Sky Sukhumvit,"
370-500 Soi Sukhumvit 103/1, Khwaeng Bang Na, Khet Bang Na
",,
LILY RESIDENCE,"
27 Soi Sophon, Khwaeng Bang Na, Khet Bang Na
",,
La Salle Condominium,"
11 Soi Nuan Suk, Khwaeng Bang Na, Khet Bang Na
",,
Lumpini Place Bangna Km.3,"
38 Soi Bang Na-Trat 23, Khwaeng Bang Na, Khet Bang Na
","24.65,26,26,26,26.55,26.4,40,26.18,23,23,40,23,26,23,26,23,26,26,21,26","7,500,9,500,9,500,9,500,8,000,8,000,15,000,9,500,8,500,8,500,15,000,7,200,9,000,7,000,12,000,7,500,9,800,8,000,7,500,10,000"
Lumpini Ville Lasalle - Barring,"
Sukhumvit 105, Khwaeng Bang Na, Khet Bang Na
","78,78,25,23.5,22.5,27.55,26,26,26,26,26,26,26,26,26.41,27,26.17,28,26,26.41","32,000,32,000,5,800,5,800,6,500,6,500,7,500,7,000,7,000,8,000,8,000,7,000,7,500,7,001,7,000,7,000,6,500,7,000,8,000,15,000"
KnightsBridge,"
19/2 Thanon Sukhumvit 107, Tambon Sam Rong Nua, Amphoe Mueang Samut Prakan, Chang Wat Samut Prakan 10270
","63,51,30","25,000,15,000,12,000"
Knightsbridge Bearing,"
Thanon Bearing, Tambon Sam Rong Nua, Amphoe Mueang Samut Prakan, Chang Wat Samut Prakan 10270
","45,25.7,32,25.7,51,51,52,51,51,51.31,35,30.98,24,103.5,30,43,35,31,26,35","17,000,8,000,13,13k,7,500,20,000,16,000,25,000,15,000,18,000,16,000,18,000,10,500,10,000,90,000,12,000,19,000,19,000,12,000,9,000,18,000"
KnightsBridge Collage Sukhumvit 107,"
19/2 Thanon Sukhumvit 107, Tambon Sam Rong Nua, Amphoe Mueang Samut Prakan, Chang Wat Samut Prakan 10270
",,
Ideo Mobi Sukhumvit East Point,"
4371 Sukhumvit Rd, Khwaeng Bang Na, Khet Bang Na
","22,31,22","9,000,13,000,13,000"
Ideo Mobi Sukhumvit Eastgate,"
3600 Sukhumvit Rd, Khwaeng Bang Na, Khet Bang Na
","27,22,22,31,22,22,31,22,23,22,30,30.5,30.5,22,22,22,22,22,23,22,22,22","12,000,9,000,10,000,15,000,10,000,9,000,13,000,10,15k,13,000,15,17k,15,000,11,000,12,000,10,000,11,000,8,000,10,000,9,000,11,000,9,500"
Ideo Mix Sukhumvit 103,"
3477 Thanon Sukhum Vit, Khwaeng Bang Na, Khet Bang Na
","35,30,37,31,30,30,26,30.5,24,34,34,32,31,31,31,35,31,32,35,30","12,000,15,000,16,000,14,000,14,000,11,000,12,000,15,000,12,000,18,000,15,000,13,000,13,500,13,000,13,000,15,000,13,500,12,000,15,000,14,000"
Ideo Blucove Sukhumvit,"
2934 Thanon Sukhum Vit, Khwaeng Bang Na, Khet Bang Na
","27,26,27,26,34,63,50,35,34,–,49,44,27,27,26,35,44,44,33,44","13,000,12,000,11,500,10,000,15,000,27,000,26,000,16,500,15,000,21,000,20,000,21,000,12,000,13,000,12,000,17,500,17,900,20,000,12,500,20,000"
I'm Fine Bangna,"
Soi Khao Mi Si, Bang Na, Bangkok 10260
",,
IDEO O2,"
204 Thanon Sanphawut, Khwaeng Bang Na, Khet Bang Na
","45,34,28,47,32.7,46,27,33,26.5,27,33,46,33,28,46,32.7,46.66,28,28.4,26","19,500,14,000,11,000,22,000,14,000,24,000,13,000,16,500,11,000,13,000,15,000,25,000,16,000,15,000,19,000,15,000,25,000,10,000,12,000,12,000"
IDEO Mobi Sukhumvit 66,"
2578 Sukhumvit 66 Alley, Khwaeng Bang Na, Khet Bang Na
","42,35,61,22,31,41,42,35,44,52,35,41,35,35,35,52,40,35,62,52.5","28,000,22,000,25,000,15,000,16,000,20,000,25,000,24,000,30,000,35,000,24,000,20,000,18,000,24,000,24,000,34,000,25,000,24,000,50,000,38,000"
I CONDO Sukhumvit 103,"
Udom Suk 56 Yaek 1, Bang Na, Bangkok 10260
","33.4,34,38,31,49,33.93,34,31.23,31,59,31,49.7,31,33.1,49,33.85,31,50,31","8,500,9,000,7,000,7,000,18,000,8,997,8,000,8,000,8,000,18,000,7,500,15,000,8,500,9,000,18,000,9,500,9,000,16,000,7,500"
